Date,next_variance_percent_squared,downside_5d_forecast,monte_carlo_se,historical_downside_5d
2025-12-18,0.7227372115680496,0.00017002755474243794,4.308945656434725e-06,0.00012734295219655632
2025-12-19,0.6587313270100456,0.0001503425420574727,2.213887026624262e-06,6.926157880346342e-05
2025-12-22,0.6017648950281885,0.00013946637563986308,1.7696181082077802e-06,6.926157880346342e-05
2025-12-23,0.5510637072365774,0.0001266331414231441,1.6421824534063036e-06,6.926157880346342e-05
2025-12-24,0.5059387037204905,0.00011686149669208598,1.6018690254283967e-06,6.926157880346342e-05
2025-12-26,0.466709730557874,0.00010819943773842073,1.529983418107837e-06,6.92641497835252e-05
2025-12-29,0.46446511634449256,0.00010649803914302332,1.4178059540273187e-06,7.243905636389515e-05
2025-12-30,0.4352573106288913,0.00010142745848613139,1.3718127321571832e-06,6.760101726855839e-05
2025-12-31,0.5274585248495288,0.00012199141153673323,1.6827848010835895e-06,8.132379284702155e-05
2026-01-02,0.4849296507848574,0.00011052948342889339,1.4676766225289912e-06,8.132379284702155e-05
2026-01-05,0.4470781590290559,0.0001036128160481252,1.3683136558692375e-06,8.132379284702155e-05
2026-01-06,0.4133896248355378,9.43249050441591e-05,1.193566257146896e-06,8.132379284702155e-05
2026-01-07,0.41173070476920054,9.471560107928169e-05,1.231461940635805e-06,8.166507144281442e-05
2026-01-08,0.38286317018423205,8.740941262303313e-05,1.091345932814569e-06,8.148144402775643e-05
2026-01-09,0.3562370861352986,8.043971075517906e-05,1.0150501656703696e-06,8.148144402775643e-05
2026-01-12,0.3325393743328437,7.670296025037554e-05,1.0371732125726839e-06,8.148144402775643e-05
2026-01-13,0.32451168017435855,7.379450215469931e-05,9.462098853354121e-07,5.357964862197113e-05
2026-01-14,0.3633267875810696,8.240648037872054e-05,1.0379085143826558e-06,5.904894088159218e-05
2026-01-15,0.33884934095499364,7.843101192963471e-05,1.0339882424231826e-06,5.718247218332901e-05
2026-01-16,0.32103842269654587,7.270780347272793e-05,8.984241397844678e-07,2.7088223321954762e-05
2026-01-20,1.1554935530564359,0.0002687183018083967,3.47422087148208e-06,0.000130688049998979
2026-01-21,1.0438925487063815,0.0002445114379562928,3.177338497438737e-06,0.00013068804999897898
2026-01-22,0.9445655717054943,0.00022175546797734152,2.8341380090262722e-06,0.00013068804999897898
2026-01-23,0.8562640654012762,0.0001987655871205406,2.414302904908273e-06,0.00013068804999897898
2026-01-26,0.7775727193159139,0.0001812936924089487,2.4850873651219413e-06,0.00013068804999897898
2026-01-27,0.707535952457858,0.00016126561833670335,2.14920321508556e-06,0.0001306854790189172
2026-01-28,0.6461330375142522,0.00014755730225460354,2.0716903507394665e-06,0.00012751310577798026
2026-01-29,0.6034637393538737,0.00013848142413412992,1.8981314149012315e-06,0.00012812470327876982
2026-01-30,0.577435036149518,0.00013147714742880735,1.6805009000267937e-06,0.00011662573056030752
2026-02-02,0.5294096786966866,0.0001198537353204483,1.595467271637327e-06,0.00011662573056030752
2026-02-03,0.645985893703989,0.00014931625646658693,1.8412969628476016e-06,0.00013449911824474445
2026-02-04,0.6479240273895108,0.00014732668736403524,1.775744213593406e-06,0.00014036484797444947
2026-02-05,0.9252321264171467,0.00021312641946827268,3.1810720497588594e-06,0.00017676280537567193
2026-02-06,0.8389555809685906,0.00019111777449839704,2.4221978011038956e-06,0.00017676022842678604
2026-02-09,0.762167845092981,0.00017317111900068454,2.241210175696014e-06,0.00017676022842678604
2026-02-10,0.7141108322708396,0.00016178927177348525,2.1335581840246793e-06,0.0001784987468482876
2026-02-11,0.6523692260155148,0.00015190951522358364,2.1462912361372236e-06,0.0001775125943834087
2026-02-12,1.0969715576273056,0.0002537953949843934,3.6473530926070347e-06,0.00023113948309919799
2026-02-13,0.991806880410759,0.0002304651711958515,3.585516939469303e-06,0.00023113948309919799
2026-02-17,0.8982083546983105,0.0002040573818119624,2.500261228680592e-06,0.00023096396182269182
2026-02-18,0.8149039197167377,0.00018913320439359623,2.3022691618718974e-06,0.0001273641351456676
2026-02-19,0.7610505247787942,0.00017600889284597864,2.404623372520881e-06,0.00012910303141590738
2026-02-20,0.6928308909187603,0.0001615783059563225,2.2664813755745273e-06,0.00012910303141590738
2026-02-23,0.8592880377793757,0.00019792263100009254,2.4161568901814768e-06,0.00015517103051032464
2026-02-24,0.7802641111774842,0.00017520557546859823,2.1246038476047477e-06,0.00015517103051032464
2026-02-25,0.7099313414518141,0.000161642543885721,2.0520592046303006e-06,0.00015517103051032464
2026-02-26,0.7208566192991359,0.00016248263039625362,2.1150684304871976e-06,0.0001628814635939851
2026-02-27,0.7136768676661783,0.00016796866815914528,2.2085808083165995e-06,0.0001676616844232287
2026-03-02,0.6506684273295614,0.00015121793645839177,2.0413921458683293e-06,0.0001654378815632278
2026-03-03,0.7667995362046662,0.00017295733368799483,2.208062562486544e-06,0.00018486063635029138
2026-03-04,0.6979476183980605,0.0001632037395940739,2.1760192979907986e-06,0.00016698724866585446
2026-03-05,0.71069962711117,0.0001609356806308329,2.0737195674572026e-06,0.0001688935442947322
2026-03-06,1.0133135323420892,0.00023339553261280663,2.9714720185506576e-06,0.00017284720383491862
2026-03-09,0.917349676357467,0.00020753566699336994,2.6400292910387223e-06,0.00017284720383491862
2026-03-10,0.8413449305447205,0.0001951656191764917,2.399511147710199e-06,0.00017349282860068868
2026-03-11,0.7709289589602913,0.00017562838042080832,2.3961298403278234e-06,0.0001721481508630007
2026-03-12,1.186146466464961,0.00027198162864084546,3.625762077514649e-06,0.00022978059666455382
2026-03-13,1.1472476622511092,0.0002665993113517701,3.4785791423286924e-06,0.00017812306435780094
